# IR, RED, Heart Rate, Resoiration Rate, SPO2
231134.00,217268.00,63.83,12.82,95.16
231064.00,217232.00,63.83,12.82,95.16
230885.00,217229.00,63.83,12.82,95.16
230790.00,217136.00,63.83,12.82,95.16
230788.00,217091.00,63.83,12.82,95.16
230640.00,217163.00,63.83,12.82,95.16
230590.00,217048.00,63.83,12.82,95.16
230696.00,217079.00,63.83,12.82,95.16
230709.00,217160.00,63.83,12.82,95.16
230666.00,217101.00,63.83,12.82,95.16
230721.00,217143.00,63.83,12.82,95.16
230692.00,217195.00,63.83,12.82,95.16
230714.00,217103.00,63.83,12.82,95.16
230735.00,217136.00,63.83,12.82,95.16
230708.00,217227.00,63.83,12.82,95.16
230633.00,217142.00,63.83,12.82,95.16
230701.00,217140.00,63.83,12.82,95.16
230754.00,217221.00,63.83,12.82,95.16
230700.00,217158.00,63.83,12.82,95.16
230810.00,217198.00,63.83,12.82,95.16
230835.00,217264.00,63.83,12.82,95.16
230791.00,217205.00,63.83,12.82,95.16
230891.00,217222.00,63.83,12.82,95.16
230944.00,217288.00,63.83,12.82,95.16
230987.00,217287.00,0.00,12.82,95.16
230977.00,217229.00,63.83,12.82,95.16
231042.00,217336.00,63.83,12.82,95.16
231112.00,217350.00,63.83,12.82,95.16
231131.00,217322.00,63.83,12.82,95.16
231183.00,217406.00,63.83,12.82,95.16
231248.00,217414.00,63.83,12.82,95.16
231201.00,217392.00,63.83,12.82,95.16
231284.00,217461.00,63.83,12.82,95.16
231334.00,217455.00,63.83,12.82,95.16
231399.00,217393.00,63.83,12.82,95.16
231383.00,217501.00,63.83,12.82,95.16
231471.00,217581.00,63.83,12.82,95.16
231546.00,217476.00,63.83,12.82,95.16
231579.00,217577.00,63.83,12.82,95.16
231632.00,217620.00,63.83,12.82,95.16
231677.00,217573.00,63.83,12.82,0.00
231633.00,217634.00,63.83,12.82,98.05
231512.00,217664.00,63.83,12.82,98.05
231276.00,217454.00,63.83,12.82,98.05
230928.00,217426.00,63.83,12.82,98.05
230631.00,217492.00,63.83,12.82,98.05
230404.00,217154.00,63.83,12.82,98.05
230113.00,217154.00,63.83,12.82,98.05
229970.00,217231.00,63.83,12.82,98.05
229833.00,216972.00,63.83,12.82,98.05
229676.00,216985.00,63.83,12.82,98.05
229501.00,217103.00,63.83,12.82,98.05
229444.00,216922.00,63.83,12.82,98.05
229482.00,216879.00,63.83,12.82,98.05
229357.00,217048.00,63.83,12.82,98.05
229409.00,216979.00,63.83,12.82,98.05
229515.00,216926.00,63.83,12.82,98.05
229360.00,217077.00,63.83,12.82,98.05
229400.00,216979.00,63.83,12.82,98.05
229444.00,216951.00,63.83,12.82,98.05
229377.00,217071.00,63.83,12.82,98.05
229313.00,216924.00,63.83,12.82,98.05
229371.00,216975.00,63.83,12.82,98.05
229374.00,217027.00,63.83,12.82,98.05
229318.00,216953.00,63.83,12.82,98.05
229439.00,217021.00,63.83,12.82,98.05
229463.00,217091.00,63.83,12.82,98.05
229447.00,217041.00,63.83,12.82,98.05
229561.00,217087.00,63.83,12.82,98.05
229575.00,217157.00,63.83,12.82,98.05
229535.00,217120.00,63.83,12.82,98.05
229637.00,217122.00,0.00,12.82,98.05
229683.00,217193.00,61.22,12.82,98.05
229755.00,217169.00,61.22,12.82,98.05
229766.00,217114.00,61.22,12.82,98.05
229838.00,217231.00,61.22,12.82,98.05
229874.00,217223.00,61.22,12.82,98.05
229918.00,217240.00,61.22,12.82,98.05
229973.00,217313.00,61.22,12.82,98.05
230044.00,217308.00,61.22,12.82,98.05
230039.00,217265.00,61.22,12.82,98.05
230126.00,217344.00,61.22,12.82,98.05
230191.00,217383.00,61.22,12.82,98.05
230166.00,217349.00,61.22,12.82,98.05
230272.00,217432.00,61.22,12.82,98.05
230350.00,217468.00,61.22,12.82,98.05
230353.00,217399.00,61.22,12.82,98.05
230462.00,217504.00,61.22,12.82,98.05
230530.00,217488.00,61.22,12.82,98.05
230579.00,217449.00,61.22,12.82,0.00
230490.00,217524.00,61.22,12.82,99.94
230294.00,217566.00,61.22,12.82,99.94
230007.00,217333.00,61.22,12.82,99.94
229646.00,217254.00,61.22,12.82,99.94
229329.00,217206.00,61.22,12.82,99.94
229093.00,216993.00,61.22,12.82,99.94
228789.00,216989.00,61.22,12.82,99.94
228628.00,217026.00,61.22,12.82,99.94
228460.00,216830.00,61.22,12.82,99.94
228285.00,216797.00,61.22,12.82,99.94
228128.00,216879.00,61.22,12.82,99.94
228036.00,216697.00,61.22,12.82,99.94
228109.00,216672.00,61.22,12.82,99.94
228005.00,216836.00,61.22,12.82,99.94
228032.00,216714.00,61.22,12.82,99.94
228151.00,216701.00,61.22,12.82,99.94
227983.00,216855.00,61.22,12.82,99.94
228026.00,216770.00,61.22,12.82,99.94
228058.00,216745.00,61.22,12.82,99.94
228017.00,216844.00,61.22,12.82,99.94
227967.00,216748.00,61.22,12.82,99.94
228069.00,216753.00,61.22,12.82,99.94
228025.00,216862.00,61.22,12.82,99.94
228060.00,216782.00,61.22,12.82,99.94
228168.00,216794.00,61.22,12.82,99.94
228154.00,216941.00,61.22,12.82,99.94
228165.00,216842.00,61.22,12.82,99.94
228265.00,216913.00,61.22,12.82,99.94
228281.00,216952.00,61.22,12.82,99.94
228334.00,216921.00,61.22,12.82,99.94
228483.00,216962.00,0.00,12.82,99.94
228442.00,217081.00,61.22,12.82,99.94
228498.00,216976.00,61.22,12.82,99.94
228613.00,217037.00,61.22,12.82,99.94
228659.00,217132.00,61.22,12.82,99.94
228621.00,217031.00,61.22,12.82,99.94
228755.00,217087.00,61.22,12.82,99.94
228814.00,217138.00,61.22,12.82,99.94
228880.00,217084.00,61.22,12.82,99.94
228910.00,217084.00,61.22,12.82,99.94
229002.00,217197.00,61.22,12.82,99.94
229063.00,217168.00,61.22,12.82,99.94
229066.00,217145.00,61.22,12.82,99.94
229187.00,217250.00,61.22,12.82,99.94
229272.00,217234.00,61.22,12.82,99.94
229317.00,217198.00,61.22,12.82,99.94
229392.00,217314.00,61.22,12.82,99.94
229461.00,217361.00,61.22,12.82,99.94
229546.00,217304.00,61.22,12.82,99.94
229547.00,217375.00,61.22,12.82,0.00
229489.00,217368.00,61.22,12.82,97.88
229228.00,217262.00,61.22,12.82,97.88
228879.00,217198.00,61.22,12.82,97.88
228538.00,217104.00,61.22,12.82,97.88
228263.00,216876.00,61.22,12.82,97.88
227904.00,216838.00,61.22,12.82,97.88
227740.00,216878.00,61.22,12.82,97.88
227556.00,216637.00,61.22,12.82,97.88
227309.00,216639.00,61.22,12.82,97.88
227189.00,216721.00,61.22,12.82,97.88
227076.00,216496.00,61.22,12.82,97.88
226974.00,216491.00,61.22,12.82,97.88
227014.00,216674.00,61.22,12.82,97.88
227163.00,216428.00,61.22,12.82,97.88
227072.00,216742.00,61.22,12.82,97.88
227212.00,216469.00,61.22,12.82,97.88
227100.00,216743.00,61.22,12.82,97.88
227195.00,216470.00,61.22,12.82,97.88
227097.00,216740.00,61.22,12.82,97.88
227190.00,216487.00,61.22,12.82,97.88
227095.00,216742.00,61.22,12.82,97.88
227126.00,216594.00,61.22,12.82,97.88
227145.00,216687.00,61.22,12.82,97.88
227223.00,216659.00,61.22,12.82,97.88
227244.00,216704.00,61.22,12.82,97.88
227306.00,216675.00,61.22,12.82,97.88
227331.00,216706.00,61.22,12.82,97.88
227383.00,216871.00,61.22,12.82,97.88
227506.00,216734.00,61.22,12.82,97.88
227539.00,216854.00,0.00,12.82,97.88
227607.00,216789.00,63.83,12.82,97.88
227656.00,216839.00,63.83,12.82,97.88
227738.00,216991.00,63.83,12.82,97.88
227754.00,216860.00,63.83,12.82,97.88
227856.00,216928.00,63.83,12.82,97.88
227937.00,216917.00,63.83,12.82,97.88
227933.00,216919.00,63.83,12.82,97.88
228027.00,216986.00,63.83,12.82,97.88
228115.00,216979.00,63.83,12.82,97.88
228104.00,216934.00,63.83,12.82,97.88
228205.00,217037.00,63.83,12.82,97.88
228299.00,217037.00,63.83,12.82,97.88
228357.00,217002.00,63.83,12.82,97.88
228412.00,217111.00,63.83,12.82,97.88
228498.00,217179.00,63.83,12.82,97.88
228605.00,217119.00,63.83,12.82,97.88
228603.00,217168.00,63.83,12.82,97.88
228645.00,217291.00,63.83,12.82,0.00
228543.00,217128.00,63.83,12.82,99.59
228209.00,217075.00,63.83,12.82,99.59
227880.00,217039.00,63.83,12.82,99.59
227574.00,216758.00,63.83,12.82,99.59
227236.00,216748.00,63.83,12.82,99.59
227039.00,216795.00,63.83,12.82,99.59
226871.00,216579.00,63.83,12.82,99.59
226642.00,216543.00,63.83,12.82,99.59
226525.00,216620.00,63.83,12.82,99.59
226473.00,216372.00,63.83,12.82,99.59
226401.00,216431.00,63.83,12.82,99.59
226447.00,216466.00,63.83,12.82,99.59
226492.00,216421.00,63.83,12.82,99.59
226524.00,216506.00,63.83,12.82,99.59
226556.00,216529.00,63.83,12.82,99.59
226585.00,216475.00,63.83,12.82,99.59
226590.00,216552.00,63.83,12.82,99.59
226583.00,216558.00,63.83,12.82,99.59
226548.00,216485.00,63.83,12.82,99.59
226621.00,216582.00,63.83,12.82,99.59
226617.00,216571.00,63.83,12.82,99.59
226689.00,216571.00,63.83,12.82,99.59
226754.00,216624.00,63.83,12.82,99.59
226795.00,216642.00,63.83,12.82,99.59
226796.00,216592.00,63.83,12.82,99.59
226903.00,216691.00,63.83,12.82,99.59
227008.00,216691.00,63.83,12.82,99.59
227019.00,216702.00,63.83,12.82,99.59
227114.00,216758.00,0.00,0.00,99.59
227193.00,216767.00,68.18,12.77,99.59
227259.00,216760.00,68.18,12.77,99.59
227271.00,216807.00,68.18,12.77,99.59
227388.00,216910.00,68.18,12.77,99.59
227440.00,216817.00,68.18,12.77,99.59
227508.00,216882.00,68.18,12.77,99.59
227559.00,216972.00,68.18,12.77,99.59
227656.00,216894.00,68.18,12.77,99.59
227728.00,216972.00,68.18,12.77,99.59
227721.00,216974.00,68.18,12.77,99.59
227856.00,217009.00,68.18,12.77,99.59
227939.00,217053.00,68.18,12.77,99.59
227976.00,217042.00,68.18,12.77,99.59
228091.00,217090.00,68.18,12.77,0.00
227952.00,217142.00,68.18,12.77,99.62
227743.00,216975.00,68.18,12.77,99.62
227519.00,216884.00,68.18,12.77,99.62
227015.00,216903.00,68.18,12.77,99.62
226743.00,216647.00,68.18,12.77,99.62
226585.00,216563.00,68.18,12.77,99.62
226190.00,216630.00,68.18,12.77,99.62
226056.00,216360.00,68.18,12.77,99.62
225810.00,216343.00,68.18,12.77,99.62
225700.00,216437.00,68.18,12.77,99.62
225614.00,216204.00,68.18,12.77,99.62
225520.00,216238.00,68.18,12.77,99.62
225579.00,216338.00,68.18,12.77,99.62
225677.00,216200.00,68.18,12.77,99.62
225652.00,216285.00,68.18,12.77,99.62
225721.00,216448.00,68.18,12.77,99.62
225776.00,216299.00,68.18,12.77,99.62
225897.00,216326.00,68.18,12.77,99.62
225772.00,216490.00,68.18,12.77,99.62
225807.00,216360.00,68.18,12.77,99.62
225941.00,216357.00,68.18,12.77,99.62
225831.00,216521.00,68.18,12.77,99.62
225922.00,216413.00,68.18,12.77,99.62
226058.00,216406.00,68.18,12.77,99.62
226075.00,216555.00,68.18,12.77,99.62
226105.00,216493.00,68.18,12.77,99.62
226249.00,216512.00,68.18,12.77,99.62
226234.00,216633.00,68.18,12.77,99.62
226349.00,216556.00,68.18,12.77,99.62
226481.00,216599.00,0.00,12.77,99.62
226532.00,216719.00,65.22,12.77,99.62
226535.00,216633.00,65.22,12.77,99.62
226677.00,216675.00,65.22,12.77,99.62
226743.00,216773.00,65.22,12.77,99.62
226747.00,216721.00,65.22,12.77,99.62
226889.00,216770.00,65.22,12.77,99.62
226945.00,216856.00,65.22,12.77,99.62
226973.00,216758.00,65.22,12.77,99.62
227123.00,216816.00,65.22,12.77,99.62
227165.00,216889.00,65.22,12.77,99.62
227164.00,216853.00,65.22,12.77,99.62
227328.00,216884.00,65.22,12.77,99.62
227409.00,216988.00,65.22,12.77,99.62
227437.00,216935.00,65.22,12.77,99.62
227549.00,216947.00,65.22,12.77,99.62
227566.00,217048.00,65.22,12.77,0.00
227335.00,216944.00,65.22,12.77,99.63
227111.00,216888.00,65.22,12.77,99.63
226731.00,216773.00,65.22,12.77,99.63
226362.00,216594.00,65.22,12.77,99.63
225938.00,216458.00,65.22,12.77,99.63
225682.00,216421.00,65.22,12.77,99.63
225450.00,216293.00,65.22,12.77,99.63
225201.00,216177.00,65.22,12.77,99.63
224981.00,216173.00,65.22,12.77,99.63
224804.00,216108.00,65.22,12.77,99.63
224696.00,215985.00,65.22,12.77,99.63
224617.00,216031.00,65.22,12.77,99.63
224662.00,215980.00,65.22,12.77,99.63
224688.00,216058.00,65.22,12.77,99.63
224769.00,216024.00,65.22,12.77,99.63
224827.00,216125.00,65.22,12.77,99.63
224848.00,216091.00,65.22,12.77,99.63
224862.00,216170.00,65.22,12.77,99.63
224898.00,216121.00,65.22,12.77,99.63
224913.00,216188.00,65.22,12.77,99.63
224955.00,216105.00,65.22,12.77,99.63
224999.00,216216.00,65.22,12.77,99.63
225031.00,216221.00,65.22,12.77,99.63
225244.00,216239.00,65.22,12.77,99.63
225209.00,216400.00,65.22,12.77,99.63
225272.00,216246.00,65.22,12.77,99.63
225322.00,216388.00,65.22,12.77,99.63
225463.00,216343.00,65.22,12.77,99.63
225550.00,216417.00,65.22,12.77,99.63
225592.00,216407.00,0.00,12.77,99.63
225786.00,216408.00,63.83,12.77,99.63
225739.00,216597.00,63.83,12.77,99.63
225851.00,216446.00,63.83,12.77,99.63
225859.00,216498.00,63.83,12.77,99.63
225980.00,216655.00,63.83,12.77,99.63
226042.00,216534.00,63.83,12.77,99.63
226145.00,216629.00,63.83,12.77,99.63
226213.00,216634.00,63.83,12.77,99.63
226266.00,216595.00,63.83,12.77,99.63
226359.00,216699.00,63.83,12.77,99.63
226460.00,216695.00,63.83,12.77,99.63
226522.00,216663.00,63.83,12.77,99.63
226597.00,216776.00,63.83,12.77,99.63
226700.00,216821.00,63.83,12.77,99.63
226714.00,216791.00,63.83,12.77,99.63
226864.00,216854.00,63.83,12.77,0.00
226850.00,216890.00,63.83,12.77,99.95
226844.00,216887.00,63.83,12.77,99.95
226645.00,216879.00,63.83,12.77,99.95
226231.00,216713.00,63.83,12.77,99.95
225894.00,216610.00,63.83,12.77,99.95
225536.00,216520.00,63.83,12.77,99.95
225186.00,216336.00,63.83,12.77,99.95
224982.00,216272.00,63.83,12.77,99.95
224694.00,216282.00,63.83,12.77,99.95
224466.00,216101.00,63.83,12.77,99.95
224351.00,215979.00,63.83,12.77,99.95
224102.00,216089.00,63.83,12.77,99.95
224027.00,215940.00,63.83,12.77,99.95
224021.00,215952.00,63.83,12.77,99.95
224085.00,215998.00,63.83,12.77,99.95
224164.00,216009.00,63.83,12.77,99.95
224216.00,216088.00,63.83,12.77,99.95
224281.00,216063.00,63.83,12.77,99.95
224299.00,216156.00,63.83,12.77,99.95
224301.00,216083.00,63.83,12.77,99.95
224337.00,216232.00,63.83,12.77,99.95
224376.00,216120.00,63.83,12.77,99.95
224493.00,216306.00,63.83,12.77,99.95
224612.00,216082.00,63.83,12.77,99.95
224605.00,216295.00,63.83,12.77,99.95
224688.00,216184.00,63.83,12.77,99.95
224685.00,216281.00,63.83,12.77,99.95
224869.00,216221.00,63.83,12.77,99.95
224918.00,216299.00,63.83,12.77,99.95
224931.00,216389.00,63.83,12.77,99.95
225202.00,216273.00,0.00,12.77,99.95
225161.00,216497.00,61.22,12.77,99.95
225276.00,216358.00,61.22,12.77,99.95
225334.00,216448.00,61.22,12.77,99.95
225415.00,216517.00,61.22,12.77,99.95
225477.00,216453.00,61.22,12.77,99.95
225583.00,216577.00,61.22,12.77,99.95
225603.00,216529.00,61.22,12.77,99.95
225768.00,216600.00,61.22,12.77,99.95
225834.00,216666.00,61.22,12.77,99.95
225852.00,216622.00,61.22,12.77,99.95
225960.00,216603.00,61.22,12.77,99.95
226028.00,216710.00,61.22,12.77,99.95
226144.00,216700.00,61.22,12.77,99.95
226144.00,216700.00,61.22,12.77,99.95
226290.00,216788.00,61.22,12.77,99.95
226409.00,216787.00,61.22,12.77,99.95
226411.00,216802.00,61.22,12.77,99.95
226546.00,216886.00,61.22,12.77,99.95
226621.00,216893.00,61.22,12.77,0.00
226556.00,216859.00,61.22,12.77,99.89
226314.00,216849.00,61.22,12.77,99.89
225986.00,216807.00,61.22,12.77,99.89
225635.00,216551.00,61.22,12.77,99.89
225230.00,216496.00,61.22,12.77,99.89
224971.00,216493.00,61.22,12.77,99.89
224761.00,216230.00,61.22,12.77,99.89
224500.00,216219.00,61.22,12.77,99.89
224333.00,216282.00,61.22,12.77,99.89
224154.00,216080.00,61.22,12.77,99.89
224163.00,216048.00,61.22,12.77,99.89
223934.00,216178.00,61.22,12.77,99.89
224029.00,216091.00,61.22,12.77,99.89
224225.00,216044.00,61.22,12.77,99.89
224143.00,216248.00,61.22,12.77,99.89
224236.00,216182.00,61.22,12.77,99.89
224310.00,216119.00,61.22,12.77,99.89
224253.00,216266.00,61.22,12.77,99.89
224242.00,216218.00,61.22,12.77,99.89
224350.00,216231.00,61.22,12.77,99.89
224340.00,216272.00,61.22,12.77,99.89
224408.00,216175.00,61.22,12.77,99.89
224539.00,216235.00,61.22,12.77,99.89
224478.00,216376.00,61.22,12.77,99.89
224598.00,216337.00,61.22,12.77,99.89
224750.00,216301.00,61.22,12.77,99.89
224749.00,216460.00,61.22,12.77,99.89
224746.00,216409.00,61.22,12.77,99.89
224907.00,216435.00,61.22,12.77,99.89
224988.00,216512.00,0.00,12.77,99.89
225055.00,216467.00,63.83,12.77,99.89
225176.00,216488.00,63.83,12.77,99.89
225177.00,216601.00,63.83,12.77,99.89
225276.00,216537.00,63.83,12.77,99.89
225423.00,216560.00,63.83,12.77,99.89
225448.00,216695.00,63.83,12.77,99.89
225435.00,216633.00,63.83,12.77,99.89
225566.00,216668.00,63.83,12.77,99.89
225633.00,216710.00,63.83,12.77,99.89
225706.00,216643.00,63.83,12.77,99.89
225797.00,216675.00,63.83,12.77,99.89
225888.00,216768.00,63.83,12.77,99.89
225917.00,216750.00,63.83,12.77,99.89
226010.00,216725.00,63.83,12.77,99.89
226111.00,216858.00,63.83,12.77,99.89
226228.00,216850.00,63.83,12.77,99.89
226259.00,216821.00,63.83,12.77,99.89
226269.00,216903.00,63.83,12.77,0.00
226161.00,216860.00,63.83,12.77,99.56
225897.00,216772.00,63.83,12.77,99.56
225500.00,216700.00,63.83,12.77,99.56
225153.00,216597.00,63.83,12.77,99.56
224833.00,216401.00,63.83,12.77,99.56
224505.00,216353.00,63.83,12.77,99.56
224285.00,216347.00,63.83,12.77,99.56
224079.00,216128.00,63.83,12.77,99.56
223883.00,216110.00,63.83,12.77,99.56
223704.00,216209.00,63.83,12.77,99.56
223608.00,216006.00,63.83,12.77,99.56
223559.00,216030.00,63.83,12.77,99.56
223620.00,215949.00,63.83,12.77,99.56
223694.00,216100.00,63.83,12.77,99.56
223765.00,216099.00,63.83,12.77,99.56
223805.00,216149.00,63.83,12.77,99.56
223829.00,216156.00,63.83,12.77,99.56
223854.00,216196.00,63.83,12.77,99.56
223877.00,216185.00,63.83,12.77,99.56
223923.00,216225.00,63.83,12.77,99.56
223955.00,216210.00,63.83,12.77,99.56
224005.00,216216.00,63.83,12.77,99.56
224114.00,216401.00,63.83,12.77,99.56
224222.00,216238.00,63.83,12.77,99.56
224235.00,216422.00,63.83,12.77,99.56
224316.00,216315.00,63.83,12.77,99.56
224435.00,216390.00,63.83,12.77,99.56
224481.00,216398.00,63.83,12.77,99.56
224522.00,216414.00,0.00,12.77,99.56
224635.00,216579.00,55.56,12.77,99.56
224740.00,216380.00,55.56,12.77,99.56
224805.00,216537.00,55.56,12.77,99.56
224810.00,216565.00,55.56,12.77,99.56
225010.00,216532.00,55.56,12.77,99.56
224991.00,216706.00,55.56,12.77,99.56
225092.00,216630.00,55.56,12.77,99.56
225246.00,216641.00,55.56,12.77,99.56
225296.00,216767.00,55.56,12.77,99.56
225316.00,216675.00,55.56,12.77,99.56
225464.00,216772.00,55.56,12.77,99.56
225539.00,216830.00,55.56,12.77,99.56
225600.00,216772.00,55.56,12.77,99.56
225739.00,216842.00,55.56,12.77,99.56
225737.00,216961.00,55.56,12.77,99.56
225823.00,216861.00,55.56,12.77,99.56
225959.00,216919.00,55.56,12.77,99.56
226021.00,217020.00,55.56,12.77,99.56
226041.00,216929.00,55.56,12.77,99.56
226155.00,216992.00,55.56,12.77,99.56
226258.00,217074.00,55.56,12.77,99.56
226255.00,217001.00,55.56,12.77,99.56
226391.00,217051.00,55.56,12.77,99.56
226409.00,217153.00,55.56,12.77,0.00
226313.00,217033.00,55.56,12.77,99.62
226086.00,217045.00,55.56,12.77,99.62
225670.00,216960.00,55.56,12.77,99.62
225267.00,216751.00,55.56,12.77,99.62
224956.00,216601.00,55.56,12.77,99.62
224499.00,216622.00,55.56,12.77,99.62
224240.00,216425.00,55.56,12.77,99.62
224078.00,216281.00,55.56,12.77,99.62
223681.00,216368.00,55.56,12.77,99.62
223514.00,216188.00,55.56,12.77,99.62
223398.00,216138.00,55.56,12.77,99.62
223242.00,216170.00,55.56,12.77,99.62
223239.00,215939.00,55.56,12.77,99.62
223292.00,216093.00,55.56,12.77,99.62
223360.00,216011.00,55.56,12.77,99.62
223388.00,216165.00,55.56,12.77,99.62
223439.00,216091.00,55.56,12.77,99.62
223453.00,216187.00,55.56,12.77,99.62
223478.00,216137.00,55.56,12.77,99.62
223495.00,216223.00,55.56,12.77,99.62
223554.00,216200.00,55.56,12.77,99.62
223568.00,216219.00,55.56,12.77,99.62
223677.00,216384.00,55.56,12.77,99.62
223786.00,216186.00,55.56,12.77,99.62
223788.00,216416.00,55.56,12.77,99.62
223826.00,216268.00,55.56,12.77,99.62
223993.00,216385.00,55.56,12.77,99.62
224054.00,216354.00,55.56,12.77,99.62
224093.00,216404.00,55.56,12.77,99.62
224224.00,216540.00,0.00,12.77,99.62
224254.00,216391.00,53.57,12.77,99.62
224361.00,216560.00,53.57,12.77,99.62
224433.00,216495.00,53.57,12.77,99.62
224593.00,216519.00,53.57,12.77,99.62
224580.00,216675.00,53.57,12.77,99.62
224679.00,216601.00,53.57,12.77,99.62
224860.00,216591.00,53.57,12.77,99.62
224803.00,216799.00,53.57,12.77,99.62
224906.00,216673.00,53.57,12.77,99.62
225120.00,216676.00,53.57,12.77,99.62
225032.00,216879.00,53.57,12.77,99.62
225185.00,216763.00,53.57,12.77,99.62
225314.00,216824.00,53.57,12.77,99.62
225370.00,216912.00,53.57,12.77,99.62
225382.00,216861.00,53.57,12.77,99.62
225534.00,216920.00,53.57,12.77,99.62
225618.00,216990.00,53.57,12.77,99.62
225654.00,216927.00,53.57,12.77,99.62
225836.00,216992.00,53.57,12.77,99.62
225843.00,217084.00,53.57,12.77,99.62
225865.00,216993.00,53.57,12.77,99.62
225985.00,217083.00,53.57,12.77,99.62
226084.00,217111.00,53.57,12.77,99.62
226164.00,217149.00,53.57,12.77,99.62
226214.00,217084.00,53.57,12.77,99.62
226245.00,217190.00,53.57,12.77,0.00
226158.00,217148.00,53.57,12.77,99.85
225776.00,217016.00,53.57,12.77,99.85
225448.00,216970.00,53.57,12.77,99.85
225048.00,216817.00,53.57,12.77,99.85
224676.00,216620.00,53.57,12.77,99.85
224361.00,216575.00,53.57,12.77,99.85
224065.00,216539.00,53.57,12.77,99.85
223831.00,216336.00,53.57,12.77,99.85
223512.00,216310.00,53.57,12.77,99.85
223364.00,216362.00,53.57,12.77,99.85
223211.00,216103.00,53.57,12.77,99.85
223118.00,216179.00,53.57,12.77,99.85
223137.00,216122.00,53.57,12.77,99.85
223172.00,216202.00,53.57,12.77,99.85
223258.00,216106.00,53.57,12.77,99.85
223320.00,216247.00,53.57,12.77,99.85
223366.00,216160.00,53.57,12.77,99.85
223377.00,216270.00,53.57,12.77,99.85
223415.00,216240.00,53.57,12.77,99.85
223459.00,216313.00,53.57,12.77,99.85
223487.00,216241.00,53.57,12.77,99.85
223539.00,216346.00,53.57,12.77,99.85
223581.00,216341.00,53.57,12.77,99.85
223681.00,216355.00,53.57,12.77,99.85
223751.00,216539.00,53.57,12.77,99.85
223868.00,216389.00,53.57,12.77,99.85
223888.00,216520.00,53.57,12.77,99.85
223945.00,216446.00,53.57,12.77,99.85
224060.00,216527.00,53.57,12.77,99.85
224090.00,216511.00,0.00,12.77,99.85
224289.00,216516.00,54.55,12.77,99.85
224294.00,216711.00,54.55,12.77,99.85
224407.00,216547.00,54.55,12.77,99.85
224424.00,216618.00,54.55,12.77,99.85
224539.00,216763.00,54.55,12.77,99.85
224655.00,216599.00,54.55,12.77,99.85
224685.00,216704.00,54.55,12.77,99.85
224782.00,216877.00,54.55,12.77,99.85
224903.00,216741.00,54.55,12.77,99.85
224964.00,216774.00,54.55,12.77,99.85
225052.00,216967.00,54.55,12.77,99.85
225158.00,216820.00,54.55,12.77,99.85
225363.00,216866.00,54.55,12.77,99.85
225303.00,217039.00,54.55,12.77,99.85
225394.00,216940.00,54.55,12.77,99.85
225570.00,216945.00,54.55,12.77,99.85
225522.00,217138.00,54.55,12.77,99.85
225643.00,217017.00,54.55,12.77,99.85
225786.00,217035.00,54.55,12.77,99.85
225730.00,217187.00,54.55,12.77,99.85
225857.00,217122.00,54.55,12.77,99.85
226027.00,217146.00,54.55,12.77,99.85
226060.00,217261.00,54.55,12.77,99.85
226053.00,217200.00,54.55,12.77,99.85
226116.00,217217.00,54.55,12.77,0.00
225944.00,217224.00,54.55,12.77,99.77
225638.00,217098.00,54.55,12.77,99.77
225197.00,216904.00,54.55,12.77,99.77
224851.00,216864.00,54.55,12.77,99.77
224464.00,216727.00,54.55,12.77,99.77
224206.00,216575.00,54.55,12.77,99.77
223926.00,216540.00,54.55,12.77,99.77
223689.00,216418.00,54.55,12.77,99.77
223426.00,216304.00,54.55,12.77,99.77
223274.00,216335.00,54.55,12.77,99.77
223161.00,216263.00,54.55,12.77,99.77
223188.00,216117.00,54.55,12.77,99.77
223101.00,216422.00,54.55,12.77,99.77
223324.00,216174.00,54.55,12.77,99.77
223299.00,216466.00,54.55,12.77,99.77
223451.00,216234.00,54.55,12.77,99.77
223388.00,216503.00,54.55,12.77,99.77
223496.00,216271.00,54.55,12.77,99.77
223448.00,216511.00,54.55,12.77,99.77
223562.00,216269.00,54.55,12.77,99.77
223520.00,216531.00,54.55,12.77,99.77
223567.00,216390.00,54.55,12.77,99.77
223631.00,216493.00,54.55,12.77,99.77
223698.00,216431.00,54.55,12.77,99.77
223800.00,216502.00,54.55,12.77,99.77
223857.00,216452.00,54.55,12.77,99.77
223941.00,216535.00,54.55,12.77,99.77
223971.00,216639.00,54.55,12.77,99.77
224182.00,216536.00,54.55,12.77,99.77
224159.00,216720.00,54.55,12.77,99.77
224305.00,216638.00,54.55,12.77,99.77
224392.00,216656.00,54.55,12.77,99.77
224446.00,216827.00,54.55,12.77,99.77
224527.00,216670.00,54.55,12.77,99.77
224554.00,216739.00,54.55,12.77,99.77
224694.00,216872.00,54.55,12.77,99.77
224797.00,216676.00,54.55,12.77,99.77
224851.00,216795.00,54.55,12.77,99.77
224917.00,216981.00,54.55,12.77,99.77
225034.00,216901.00,54.55,12.77,99.77
225234.00,216890.00,54.55,12.77,99.77
225161.00,217086.00,54.55,12.77,99.77
225289.00,217000.00,54.55,12.77,99.77
225494.00,216986.00,54.55,12.77,99.77
225444.00,217182.00,54.55,12.77,99.77
225563.00,217088.00,54.55,12.77,99.77
225714.00,217062.00,54.55,12.77,99.77
225723.00,217234.00,54.55,12.77,99.77
225759.00,217196.00,54.55,12.77,99.77
225915.00,217188.00,54.55,12.77,99.77
