# IR, RED, Calculated Heart Rate, Calculated Respiration Rate, Calculated SPO2
226717.00,217047.00,63.83,11.49,99.89
226726.00,217029.00,63.83,11.49,99.86
226358.00,217133.00,63.83,11.49,99.86
226052.00,216852.00,63.83,11.49,99.86
225764.00,216748.00,63.83,11.49,99.86
225320.00,216777.00,63.83,11.49,99.86
225024.00,216481.00,63.83,11.49,99.86
224861.00,216427.00,63.83,11.49,99.86
224496.00,216482.00,63.83,11.49,99.86
224315.00,216303.00,63.83,11.49,99.86
224237.00,216187.00,63.83,11.49,99.86
223948.00,216312.00,63.83,11.49,99.86
223961.00,216138.00,63.83,11.49,99.86
223973.00,216205.00,63.83,11.49,99.86
224014.00,216199.00,63.83,11.49,99.86
224109.00,216241.00,63.83,11.49,99.86
224134.00,216227.00,63.83,11.49,99.86
224139.00,216266.00,63.83,11.49,99.86
224134.00,216257.00,63.83,11.49,99.86
224173.00,216268.00,63.83,11.49,99.86
224208.00,216260.00,63.83,11.49,99.86
224300.00,216296.00,63.83,11.49,99.86
224335.00,216250.00,63.83,11.49,99.86
224388.00,216334.00,63.83,11.49,99.86
224422.00,216371.00,63.83,11.49,99.86
224552.00,216345.00,63.83,11.49,99.86
224632.00,216540.00,63.83,11.49,99.86
224678.00,216399.00,63.83,11.49,99.86
224731.00,216509.00,63.83,11.49,99.86
224843.00,216408.00,63.83,11.49,99.86
224885.00,216490.00,65.22,11.49,99.86
224991.00,216569.00,65.22,11.49,99.86
225007.00,216485.00,65.22,11.49,99.86
225112.00,216579.00,65.22,11.49,99.86
225107.00,216564.00,65.22,11.49,99.86
225236.00,216610.00,65.22,11.49,99.86
225303.00,216687.00,65.22,11.49,99.86
225380.00,216638.00,65.22,11.49,99.86
225515.00,216690.00,65.22,11.49,99.86
225561.00,216761.00,65.22,11.49,99.86
225590.00,216714.00,65.22,11.49,99.86
225699.00,216752.00,65.22,11.49,99.86
225783.00,216798.00,65.22,11.49,99.86
225844.00,216798.00,65.22,11.49,99.86
225941.00,216787.00,65.22,11.49,99.86
225988.00,216924.00,65.22,11.49,99.86
226096.00,216878.00,65.22,11.49,99.86
226176.00,216923.00,65.22,11.49,99.82
226067.00,216992.00,65.22,11.49,99.82
225735.00,216822.00,65.22,11.49,99.82
225476.00,216742.00,65.22,11.49,99.82
225109.00,216641.00,65.22,11.49,99.82
224767.00,216470.00,65.22,11.49,99.82
224523.00,216367.00,65.22,11.49,99.82
224294.00,216336.00,65.22,11.49,99.82
224118.00,216209.00,65.22,11.49,99.82
223919.00,216106.00,65.22,11.49,99.82
223793.00,216132.00,65.22,11.49,99.82
223714.00,216077.00,65.22,11.49,99.82
223779.00,215911.00,65.22,11.49,99.82
223745.00,216196.00,65.22,11.49,99.82
223914.00,215955.00,65.22,11.49,99.82
223908.00,216226.00,65.22,11.49,99.82
224026.00,216007.00,65.22,11.49,99.82
223979.00,216258.00,65.22,11.49,99.82
224095.00,216027.00,65.22,11.49,99.82
224060.00,216288.00,65.22,11.49,99.82
224206.00,216078.00,65.22,11.49,99.82
224159.00,216324.00,65.22,11.49,99.82
224220.00,216177.00,65.22,11.49,99.82
224247.00,216282.00,65.22,11.49,99.82
224417.00,216248.00,65.22,11.49,99.82
224494.00,216319.00,65.22,11.49,99.82
224590.00,216300.00,65.22,11.49,99.82
224636.00,216339.00,65.22,11.49,99.82
224748.00,216491.00,65.22,11.49,99.82
224868.00,216373.00,61.22,11.49,99.82
224921.00,216541.00,61.22,11.49,99.82
225037.00,216406.00,61.22,11.49,99.82
225108.00,216477.00,61.22,11.49,99.82
225203.00,216657.00,61.22,11.49,99.82
225315.00,216465.00,61.22,11.49,99.82
225352.00,216568.00,61.22,11.49,99.82
225464.00,216746.00,61.22,11.49,99.82
225570.00,216562.00,61.22,11.49,99.82
225628.00,216635.00,61.22,11.49,99.82
225750.00,216807.00,61.22,11.49,99.82
225867.00,216693.00,61.22,11.49,99.82
226065.00,216746.00,61.22,11.49,99.82
225989.00,216926.00,61.22,11.49,99.82
226135.00,216809.00,61.22,11.49,99.82
226351.00,216805.00,61.22,11.49,99.82
226322.00,217011.00,61.22,11.49,99.82
226429.00,216887.00,61.22,11.49,99.82
226518.00,216918.00,61.22,11.49,99.82
226612.00,217091.00,61.22,11.49,99.82
226661.00,216977.00,61.22,11.49,99.82
226725.00,216952.00,61.22,11.49,99.92
226426.00,217069.00,61.22,11.49,99.92
226196.00,216858.00,61.22,11.49,99.92
225980.00,216738.00,61.22,11.49,99.92
225661.00,216772.00,61.22,11.49,99.92
225477.00,216577.00,61.22,11.49,99.92
225392.00,216491.00,61.22,11.49,99.92
225176.00,216567.00,61.22,11.49,99.92
225027.00,216402.00,61.22,11.49,99.92
224957.00,216358.00,61.22,11.49,99.92
224871.00,216376.00,61.22,11.49,99.92
224846.00,216197.00,61.22,11.49,99.92
224869.00,216279.00,61.22,11.49,99.92
224967.00,216199.00,61.22,11.49,99.92
225028.00,216322.00,61.22,11.49,99.92
225086.00,216219.00,61.22,11.49,99.92
225104.00,216353.00,61.22,11.49,99.92
225161.00,216238.00,61.22,11.49,99.92
225176.00,216350.00,61.22,11.49,99.92
225234.00,216266.00,61.22,11.49,99.92
225271.00,216382.00,61.22,11.49,99.92
225342.00,216359.00,61.22,11.49,99.92
225410.00,216396.00,61.22,11.49,99.92
225497.00,216571.00,61.22,11.49,99.92
225595.00,216433.00,61.22,11.49,99.92
225642.00,216570.00,61.22,11.49,99.92
225731.00,216458.00,61.22,11.49,99.92
225821.00,216539.00,61.22,11.49,99.92
225863.00,216510.00,58.82,11.49,99.92
226078.00,216537.00,58.82,11.49,99.92
226025.00,216724.00,58.82,11.49,99.92
226120.00,216571.00,58.82,11.49,99.92
226159.00,216642.00,58.82,11.49,99.92
226260.00,216637.00,58.82,11.49,99.92
226291.00,216626.00,58.82,11.49,99.92
226420.00,216705.00,58.82,11.49,99.92
226506.00,216722.00,58.82,11.49,99.92
226545.00,216710.00,58.82,11.49,99.92
226653.00,216783.00,58.82,11.49,99.92
226738.00,216759.00,58.82,11.49,99.92
226756.00,216771.00,58.82,11.49,99.92
226904.00,216868.00,58.82,11.49,99.92
227011.00,216868.00,58.82,11.49,99.92
227061.00,216840.00,58.82,11.49,99.92
227156.00,216925.00,58.82,11.49,99.92
227235.00,216949.00,58.82,11.49,99.92
227308.00,216884.00,58.82,11.49,99.92
227404.00,216981.00,58.82,11.49,99.92
227472.00,217077.00,58.82,11.49,99.92
227592.00,216951.00,58.82,11.49,99.92
227594.00,217056.00,58.82,11.49,99.92
227645.00,217225.00,58.82,11.49,99.95
227602.00,217002.00,58.82,11.49,99.95
227389.00,217008.00,58.82,11.49,99.95
227191.00,217062.00,58.82,11.49,99.95
227033.00,216816.00,58.82,11.49,99.95
226864.00,216784.00,58.82,11.49,99.95
226780.00,216901.00,58.82,11.49,99.95
226698.00,216703.00,58.82,11.49,99.95
226714.00,216650.00,58.82,11.49,99.95
226472.00,216776.00,58.82,11.49,99.95
226452.00,216599.00,58.82,11.49,99.95
226506.00,216550.00,58.82,11.49,99.95
226432.00,216698.00,58.82,11.49,99.95
226561.00,216451.00,58.82,11.49,99.95
226524.00,216697.00,58.82,11.49,99.95
226664.00,216480.00,58.82,11.49,99.95
226594.00,216712.00,58.82,11.49,99.95
226688.00,216481.00,58.82,11.49,99.95
226644.00,216693.00,58.82,11.49,99.95
226736.00,216539.00,58.82,11.49,99.95
226701.00,216729.00,58.82,11.49,99.95
226756.00,216572.00,58.82,11.49,99.95
226790.00,216686.00,58.82,11.49,99.95
226792.00,216613.00,58.82,11.49,99.95
226919.00,216672.00,58.82,11.49,99.95
226978.00,216602.00,58.82,11.49,99.95
227008.00,216692.00,58.82,11.49,99.95
227017.00,216744.00,58.82,13.76,99.95
227147.00,216677.00,58.82,13.76,99.95
227211.00,216857.00,58.82,13.76,99.95
227297.00,216690.00,58.82,13.76,99.95
227345.00,216779.00,58.82,13.76,99.95
227338.00,216803.00,58.82,13.76,99.95
227553.00,216793.00,58.82,13.76,99.95
227526.00,216938.00,58.82,13.76,99.95
227583.00,216866.00,58.82,13.76,99.95
227785.00,216849.00,58.82,13.76,99.95
227681.00,217035.00,58.82,13.76,99.95
227804.00,216931.00,58.82,13.76,99.95
227975.00,216920.00,58.82,13.76,99.95
227928.00,217084.00,58.82,13.76,99.95
228042.00,216987.00,58.82,13.76,99.95
228176.00,217016.00,58.82,13.76,99.95
228175.00,217163.00,58.82,13.76,99.95
228227.00,217052.00,58.82,13.76,99.95
228360.00,217118.00,58.82,13.76,99.95
228396.00,217201.00,58.82,13.76,99.95
228403.00,217148.00,58.82,13.76,99.95
228536.00,217175.00,58.82,13.76,99.95
228611.00,217252.00,58.82,13.76,99.95
228688.00,217206.00,58.82,13.76,99.95
228717.00,217188.00,58.82,13.76,99.93
228699.00,217258.00,58.82,13.76,99.93
228482.00,217200.00,58.82,13.76,99.93
228385.00,217112.00,58.82,13.76,99.93
228234.00,217108.00,58.82,13.76,99.93
228162.00,217028.00,58.82,13.76,99.93
227985.00,216932.00,58.82,13.76,99.93
227980.00,216989.00,58.82,13.76,99.93
227937.00,216935.00,58.82,13.76,99.93
227835.00,216887.00,58.82,13.76,99.93
227833.00,216916.00,58.82,13.76,99.93
227762.00,216856.00,58.82,13.76,99.93
227911.00,216759.00,58.82,13.76,99.93
227838.00,217010.00,58.82,13.76,99.93
227986.00,216770.00,58.82,13.76,99.93
227921.00,217050.00,58.82,13.76,99.93
227963.00,216800.00,58.82,13.76,99.93
228008.00,217047.00,58.82,13.76,99.93
227981.00,216791.00,58.82,13.76,99.93
227988.00,217053.00,58.82,13.76,99.93
228063.00,216787.00,58.82,13.76,99.93
228091.00,217016.00,58.82,13.76,99.93
228124.00,216885.00,58.82,13.76,99.93
228152.00,216977.00,58.82,13.76,99.93
228229.00,216903.00,58.82,13.76,99.93
228244.00,216954.00,58.82,13.76,99.93
228310.00,216915.00,58.82,13.76,99.93
228341.00,216951.00,58.82,13.76,99.93
228361.00,217019.00,60.00,13.76,99.93
228485.00,216951.00,60.00,13.76,99.93
228437.00,217066.00,60.00,13.76,99.93
228550.00,216964.00,60.00,13.76,99.93
228683.00,217009.00,60.00,13.76,99.93
228622.00,217164.00,60.00,13.76,99.93
228712.00,216919.00,60.00,13.76,99.93
228683.00,217043.00,60.00,13.76,99.93
228774.00,217200.00,60.00,13.76,99.93
228863.00,217016.00,60.00,13.76,99.93
228851.00,217074.00,60.00,13.76,99.93
228949.00,217240.00,60.00,13.76,99.93
229030.00,217070.00,60.00,13.76,99.93
229029.00,217141.00,60.00,13.76,99.93
229117.00,217258.00,60.00,13.76,99.93
229189.00,217118.00,60.00,13.76,99.93
229235.00,217199.00,60.00,13.76,99.93
229283.00,217379.00,60.00,13.76,99.93
229354.00,217261.00,60.00,13.76,99.93
229536.00,217256.00,60.00,13.76,99.93
229459.00,217424.00,60.00,13.76,99.93
229528.00,217297.00,60.00,13.76,99.93
229610.00,217279.00,60.00,13.76,99.96
229382.00,217426.00,60.00,13.76,99.96
229219.00,217218.00,60.00,13.76,99.96
229075.00,217184.00,60.00,13.76,99.96
228968.00,217247.00,60.00,13.76,99.96
228894.00,217083.00,60.00,13.76,99.96
228791.00,217056.00,60.00,13.76,99.96
228775.00,217131.00,60.00,13.76,99.96
228756.00,216939.00,60.00,13.76,99.96
228683.00,217001.00,60.00,13.76,99.96
228630.00,217000.00,60.00,13.76,99.96
228703.00,216886.00,60.00,13.76,99.96
228685.00,217054.00,60.00,13.76,99.96
228779.00,216959.00,60.00,13.76,99.96
228783.00,217068.00,60.00,13.76,99.96
228829.00,216990.00,60.00,13.76,99.96
228811.00,217060.00,60.00,13.76,99.96
228819.00,216933.00,60.00,13.76,99.96
228812.00,217036.00,60.00,13.76,99.96
228858.00,216964.00,60.00,13.76,99.96
228861.00,217051.00,60.00,13.76,99.96
228851.00,216974.00,60.00,13.76,99.96
228932.00,217026.00,60.00,13.76,99.96
228954.00,216903.00,60.00,13.76,99.96
228987.00,217023.00,60.00,13.76,99.96
229017.00,217047.00,60.00,13.76,99.96
229055.00,217001.00,60.00,13.76,99.96
229136.00,217145.00,60.00,13.76,99.96
229153.00,216987.00,58.82,13.76,99.96
229207.00,217075.00,58.82,13.76,99.96
229243.00,217041.00,58.82,13.76,99.96
229419.00,217055.00,58.82,13.76,99.96
229322.00,217215.00,58.82,13.76,99.96
229383.00,217018.00,58.82,13.76,99.96
229415.00,217085.00,58.82,13.76,99.96
229435.00,217226.00,58.82,13.76,99.96
229522.00,217074.00,58.82,13.76,99.96
229678.00,217132.00,58.82,13.76,99.96
229597.00,217305.00,58.82,13.76,99.96
229665.00,217206.00,58.82,13.76,99.96
229822.00,217165.00,58.82,13.76,99.96
229705.00,217346.00,58.82,13.76,99.96
229818.00,217197.00,58.82,13.76,99.96
229983.00,217222.00,58.82,13.76,99.96
229913.00,217394.00,58.82,13.76,99.96
229986.00,217229.00,58.82,13.76,99.96
229977.00,217300.00,58.82,13.76,99.96
230059.00,217374.00,58.82,13.76,99.96
230053.00,217288.00,58.82,13.76,99.96
230147.00,217346.00,58.82,13.76,99.93
230125.00,217386.00,58.82,13.76,99.93
229998.00,217276.00,58.82,13.76,99.93
229899.00,217292.00,58.82,13.76,99.93
229753.00,217238.00,58.82,13.76,99.93
229626.00,217126.00,58.82,13.76,99.93
229522.00,217150.00,58.82,13.76,99.93
229430.00,217093.00,58.82,13.76,99.93
229404.00,217006.00,58.82,13.76,99.93
229337.00,217095.00,58.82,13.76,99.93
229253.00,217001.00,58.82,13.76,99.93
229220.00,216939.00,58.82,13.76,99.93
229170.00,217026.00,58.82,13.76,99.93
229187.00,216831.00,58.82,13.76,99.93
229192.00,216954.00,58.82,13.76,99.93
229240.00,216889.00,58.82,13.76,99.93
229246.00,216963.00,58.82,13.76,99.93
229266.00,216917.00,58.82,13.76,99.93
229249.00,216935.00,58.82,13.76,99.93
229264.00,216835.00,58.82,13.76,99.93
229254.00,216927.00,58.82,13.76,99.93
229295.00,216848.00,58.82,13.76,99.93
229273.00,216921.00,58.82,13.76,99.93
229304.00,216855.00,58.82,13.76,99.93
229283.00,216888.00,58.82,13.76,99.93
229363.00,217036.00,58.82,13.76,99.93
229437.00,216843.00,58.82,13.76,99.93
229415.00,216996.00,58.82,13.76,99.93
229443.00,216847.00,58.82,13.76,99.93
229503.00,216947.00,58.82,13.76,99.93
229528.00,216931.00,57.69,13.76,99.93
229672.00,216899.00,57.69,13.76,99.93
229583.00,217081.00,57.69,13.76,99.93
229660.00,216907.00,57.69,13.76,99.93
229650.00,216969.00,57.69,13.76,99.93
229715.00,217051.00,57.69,13.76,99.93
229779.00,216895.00,57.69,13.76,99.93
229746.00,216993.00,57.69,13.76,99.93
229837.00,217129.00,57.69,13.76,99.93
229894.00,216988.00,57.69,13.76,99.93
230042.00,217020.00,57.69,13.76,99.93
229987.00,217208.00,57.69,13.76,99.93
230028.00,217023.00,57.69,13.76,99.93
230052.00,217063.00,57.69,13.76,99.93
230110.00,217240.00,57.69,13.76,99.93
230176.00,217023.00,57.69,13.76,99.93
230175.00,217109.00,57.69,13.76,99.93
230236.00,217265.00,57.69,13.76,99.93
230316.00,217110.00,57.69,13.76,99.93
230473.00,217155.00,57.69,13.76,99.93
230365.00,217324.00,57.69,13.76,99.93
230441.00,217240.00,57.69,13.76,99.93
230533.00,217182.00,57.69,13.76,98.67
230291.00,217293.00,57.69,13.76,98.67
230151.00,217157.00,57.69,13.76,98.67
229945.00,217059.00,57.69,13.76,98.67
229860.00,217163.00,57.69,13.76,98.67
229760.00,216906.00,57.69,13.76,98.67
229598.00,216916.00,57.69,13.76,98.67
229558.00,216990.00,57.69,13.76,98.67
229481.00,216811.00,57.69,13.76,98.67
229353.00,216831.00,57.69,13.76,98.67
229292.00,216771.00,57.69,13.76,98.67
229151.00,216692.00,57.69,13.76,98.67
229134.00,216760.00,57.69,13.76,98.67
229177.00,216688.00,57.69,13.76,98.67
229140.00,216754.00,57.69,13.76,98.67
229208.00,216703.00,57.69,13.76,98.67
229171.00,216740.00,57.69,13.76,98.67
229178.00,216677.00,57.69,13.76,98.67
229161.00,216717.00,57.69,13.76,98.67
229172.00,216644.00,57.69,13.76,98.67
229158.00,216711.00,57.69,13.76,98.67
229171.00,216623.00,57.69,13.76,98.67
229156.00,216724.00,57.69,13.76,98.67
229152.00,216712.00,57.69,13.76,98.67
229210.00,216700.00,57.69,13.76,98.67
229264.00,216860.00,57.69,13.76,98.67
229322.00,216690.00,57.69,13.76,98.67
229286.00,216834.00,57.69,13.76,98.67
229325.00,216728.00,57.69,13.76,98.67
229363.00,216769.00,57.69,13.76,98.67
229339.00,216774.00,56.60,13.76,98.67
229508.00,216761.00,56.60,13.76,98.67
229453.00,216896.00,56.60,13.76,98.67
229505.00,216736.00,56.60,13.76,98.67
229545.00,216804.00,56.60,13.76,98.67
229561.00,216963.00,56.60,13.76,98.67
229608.00,216859.00,56.60,13.76,98.67
229766.00,216844.00,56.60,13.76,98.67
229687.00,217006.00,56.60,13.76,98.67
229745.00,216854.00,56.60,13.76,98.67
229720.00,216890.00,56.60,13.76,98.67
229816.00,217038.00,56.60,13.76,98.67
229892.00,216862.00,56.60,13.76,98.67
229873.00,216927.00,56.60,7.21,98.67
229962.00,217104.00,56.60,7.21,98.67
230022.00,216905.00,56.60,7.21,98.67
230184.00,216989.00,56.60,7.21,98.67
230089.00,217157.00,56.60,7.21,98.67
230179.00,216985.00,56.60,7.21,98.67
230167.00,217054.00,56.60,7.21,98.67
230253.00,217224.00,56.60,7.21,98.67
230337.00,217055.00,56.60,7.21,99.33
230304.00,217113.00,56.60,7.21,99.33
230311.00,217234.00,56.60,7.21,99.33
230198.00,217059.00,56.60,7.21,99.33
230003.00,217063.00,56.60,7.21,99.33
229812.00,217015.00,56.60,7.21,99.33
229583.00,216890.00,56.60,7.21,99.33
229480.00,216866.00,56.60,7.21,99.33
229352.00,216778.00,56.60,7.21,99.33
229193.00,216678.00,56.60,7.21,99.33
229014.00,216688.00,56.60,7.21,99.33
228898.00,216650.00,56.60,7.21,99.33
228805.00,216566.00,56.60,7.21,99.33
228689.00,216549.00,56.60,7.21,99.33
228670.00,216577.00,56.60,7.21,99.33
228655.00,216558.00,56.60,7.21,99.33
228670.00,216575.00,56.60,7.21,99.33
228672.00,216564.00,56.60,7.21,99.33
228672.00,216586.00,56.60,7.21,99.33
228653.00,216549.00,56.60,7.21,99.33
228638.00,216585.00,56.60,7.21,99.33
228622.00,216554.00,56.60,7.21,99.33
228628.00,216582.00,56.60,7.21,99.33
228633.00,216553.00,56.60,7.21,99.33
228678.00,216728.00,56.60,7.21,99.33
228734.00,216520.00,56.60,7.21,99.33
228682.00,216695.00,56.60,7.21,99.33
228668.00,216566.00,56.60,7.21,99.33
228755.00,216634.00,56.60,7.21,99.33
228800.00,216575.00,56.60,7.21,99.33
228750.00,216616.00,56.60,7.21,99.33
228831.00,216717.00,56.60,7.21,99.33
228869.00,216642.00,56.60,7.21,99.33
228895.00,216686.00,56.60,7.21,99.33
228931.00,216683.00,56.60,7.21,99.33
228944.00,216669.00,56.60,7.21,99.33
228974.00,216759.00,56.60,7.21,99.33
229006.00,216712.00,56.60,7.21,99.33
229100.00,216753.00,56.60,7.21,99.33
229125.00,216855.00,56.60,7.21,99.33
229069.00,216752.00,56.60,7.21,99.33
229211.00,216821.00,56.60,7.21,99.33
229258.00,216885.00,56.60,7.21,99.33
229258.00,216815.00,56.60,7.21,99.33
229331.00,216825.00,56.60,7.21,99.33
229371.00,216911.00,56.60,7.21,99.33
229395.00,216863.00,56.60,7.21,99.33
229433.00,216855.00,56.60,7.21,99.33
229503.00,216942.00,56.60,7.21,99.33
229582.00,216942.00,56.60,7.21,99.33
229585.00,216934.00,56.60,7.21,99.33
229641.00,217006.00,56.60,7.21,99.33
229717.00,217039.00,56.60,7.21,99.33
229741.00,216958.00,56.60,7.21,99.33
229800.00,217056.00,56.60,7.21,98.16
229781.00,217037.00,56.60,7.21,98.16
229557.00,216963.00,56.60,7.21,98.16
229411.00,216962.00,56.60,7.21,98.16
229215.00,216920.00,56.60,7.21,98.16
229004.00,216789.00,56.60,7.21,98.16
228774.00,216739.00,56.60,7.21,98.16
228614.00,216690.00,56.60,7.21,98.16
228462.00,216591.00,56.60,7.21,98.16
228263.00,216550.00,56.60,7.21,98.16
228155.00,216498.00,56.60,7.21,98.16
228039.00,216412.00,56.60,7.21,98.16
227946.00,216455.00,56.60,7.21,98.16
227932.00,216372.00,56.60,7.21,98.16
227928.00,216445.00,56.60,7.21,98.16
227944.00,216354.00,56.60,7.21,98.16
227946.00,216448.00,56.60,7.21,98.16
227950.00,216315.00,56.60,7.21,98.16
227924.00,216447.00,56.60,7.21,98.16
227919.00,216301.00,56.60,7.21,98.16
227888.00,216435.00,56.60,7.21,98.16
227875.00,216377.00,56.60,7.21,98.16
227902.00,216418.00,56.60,7.21,98.16
227894.00,216492.00,56.60,7.21,98.16
228053.00,216343.00,56.60,7.21,98.16
227974.00,216564.00,56.60,7.21,98.16
228011.00,216408.00,56.60,7.21,98.16
227987.00,216535.00,56.60,7.21,98.16
228110.00,216469.00,56.60,7.21,98.16
228117.00,216522.00,56.60,7.21,98.16
228184.00,216589.00,56.60,7.21,98.16
228231.00,216516.00,55.56,7.21,98.16
228215.00,216650.00,55.56,7.21,98.16
228278.00,216599.00,55.56,7.21,98.16
228354.00,216597.00,55.56,7.21,98.16
228278.00,216723.00,55.56,7.21,98.16
228401.00,216680.00,55.56,7.21,98.16
228494.00,216646.00,55.56,7.21,98.16
228490.00,216783.00,55.56,7.21,98.16
228510.00,216710.00,55.56,7.21,98.16
228631.00,216749.00,55.56,7.21,98.16
228623.00,216859.00,55.56,7.21,98.16
228700.00,216766.00,55.56,7.21,98.16
228783.00,216798.00,55.56,7.21,98.16
228828.00,216922.00,55.56,7.21,98.16
228818.00,216839.00,55.56,7.21,98.16
228910.00,216882.00,55.56,7.21,98.16
228978.00,216949.00,55.56,7.21,98.16
228951.00,216889.00,55.56,7.21,98.16
229042.00,216924.00,55.56,7.21,98.16
229148.00,217037.00,55.56,7.21,98.16
229106.00,216979.00,55.56,7.21,98.16
229225.00,217015.00,55.56,7.21,98.16
229288.00,217078.00,55.56,7.21,98.16
229324.00,217031.00,55.56,7.21,98.22
229239.00,216987.00,55.56,7.21,98.22
229075.00,217034.00,55.56,7.21,98.22
228850.00,216939.00,55.56,7.21,98.22
228524.00,216794.00,55.56,7.21,98.22
228300.00,216766.00,55.56,7.21,98.22
228080.00,216650.00,55.56,7.21,98.22
227856.00,216555.00,55.56,7.21,98.22
227737.00,216577.00,55.56,7.21,98.22
227593.00,216475.00,55.56,7.21,98.22
227454.00,216413.00,55.56,7.21,98.22
227315.00,216434.00,55.56,7.21,98.22
227240.00,216405.00,55.56,7.21,98.22
227223.00,216398.00,55.56,7.21,98.22
227235.00,216408.00,55.56,7.21,98.22
227270.00,216428.00,55.56,7.21,98.22
227289.00,216456.00,55.56,7.21,98.22
227258.00,216451.00,55.56,7.21,98.22
227238.00,216468.00,55.56,7.21,98.22
227256.00,216450.00,55.56,7.21,98.22
227241.00,216507.00,55.56,7.21,98.22
227272.00,216452.00,55.56,7.21,98.22
227317.00,216646.00,55.56,7.21,98.22
227386.00,216453.00,55.56,7.21,98.22
227348.00,216601.00,55.56,7.21,98.22
227417.00,216503.00,55.56,7.21,98.22
227450.00,216595.00,55.56,7.21,98.22
227478.00,216542.00,55.56,7.21,98.22
227454.00,216609.00,55.56,7.21,98.22
227559.00,216754.00,55.56,7.21,98.22
227577.00,216638.00,55.56,7.21,98.22
227673.00,216722.00,57.69,7.21,98.22
227680.00,216698.00,57.69,7.21,98.22
227865.00,216710.00,57.69,7.21,98.22
227792.00,216898.00,57.69,7.21,98.22
227879.00,216747.00,57.69,7.21,98.22
227857.00,216820.00,57.69,7.21,98.22
227957.00,216999.00,57.69,7.21,98.22
228051.00,216814.00,57.69,7.21,98.22
228206.00,216885.00,57.69,7.21,98.22
228110.00,217076.00,57.69,7.21,98.22
228197.00,216965.00,57.69,7.21,98.22
228376.00,216947.00,57.69,7.21,98.22
228294.00,217124.00,57.69,7.21,98.22
228376.00,217050.00,57.69,7.21,98.22
228513.00,217036.00,57.69,7.21,98.22
228476.00,217181.00,57.69,7.21,98.22
228541.00,217095.00,57.69,7.21,98.22
228655.00,217141.00,57.69,7.21,98.22
228691.00,217234.00,57.69,7.21,98.22
228693.00,217180.00,57.69,7.21,98.22
228804.00,217191.00,57.69,7.21,98.22
228869.00,217276.00,57.69,7.21,98.97
228803.00,217229.00,57.69,7.21,98.97
228774.00,217223.00,57.69,7.21,98.97
228567.00,217248.00,57.69,7.21,98.97
228256.00,217127.00,57.69,7.21,98.97
228027.00,217000.00,57.69,7.21,98.97
227741.00,216977.00,57.69,7.21,98.97
227484.00,216806.00,57.69,7.21,98.97
227367.00,216789.00,57.69,7.21,98.97
227190.00,216757.00,57.69,7.21,98.97
227004.00,216660.00,57.69,7.21,98.97
226903.00,216611.00,57.69,7.21,98.97
226771.00,216665.00,57.69,7.21,98.97
226721.00,216497.00,57.69,7.21,98.97
226722.00,216583.00,57.69,7.21,98.97
226780.00,216493.00,57.69,7.21,98.97
226790.00,216621.00,57.69,7.21,98.97
226821.00,216543.00,57.69,7.21,98.97
226804.00,216654.00,57.69,7.21,98.97
226808.00,216532.00,57.69,7.21,98.97
226798.00,216654.00,57.69,7.21,98.97
226832.00,216565.00,57.69,7.21,98.97
226828.00,216676.00,57.69,7.21,98.97
226865.00,216647.00,57.69,7.21,98.97
226846.00,216673.00,57.69,7.21,98.97
226970.00,216859.00,57.69,7.21,98.97
227045.00,216691.00,57.69,7.21,98.97
227056.00,216871.00,57.69,7.21,98.97
227051.00,216774.00,57.69,7.21,98.97
227164.00,216822.00,57.69,7.21,98.97
227211.00,216831.00,57.69,7.21,98.97
227280.00,216842.00,54.55,7.21,98.97
227329.00,217027.00,54.55,7.21,98.97
227344.00,216855.00,54.55,7.21,98.97
227445.00,216954.00,54.55,7.21,98.97
227479.00,216935.00,54.55,7.21,98.97
227504.00,216935.00,54.55,7.21,98.97
227602.00,217005.00,54.55,7.21,98.97
227687.00,217009.00,54.55,7.21,98.97
227748.00,216973.00,54.55,7.21,98.97
227788.00,217074.00,54.55,7.21,98.97
227899.00,217083.00,54.55,7.21,98.97
227861.00,217045.00,54.55,7.21,98.97
227973.00,217144.00,54.55,7.21,98.97
228072.00,217164.00,54.55,7.21,98.97
228160.00,217132.00,54.55,7.21,98.97
228188.00,217208.00,54.55,7.21,98.97
228253.00,217250.00,54.55,7.21,98.97
228351.00,217199.00,54.55,7.21,98.97
228347.00,217266.00,54.55,7.21,98.97
228449.00,217348.00,54.55,7.21,98.97
228531.00,217222.00,54.55,7.21,98.97
228534.00,217319.00,54.55,7.21,98.97
228662.00,217486.00,54.55,7.21,98.97
228723.00,217377.00,54.55,7.21,98.97
228865.00,217399.00,54.55,7.21,99.62
228652.00,217533.00,54.55,7.21,99.62
228452.00,217349.00,54.55,7.21,99.62
228254.00,217228.00,54.55,7.21,99.62
227820.00,217286.00,54.55,7.21,99.62
227544.00,217048.00,54.55,7.21,99.62
227396.00,216930.00,54.55,7.21,99.62
227039.00,217009.00,54.55,7.21,99.62
226905.00,216878.00,54.55,7.21,99.62
226752.00,216771.00,54.55,7.21,99.62
226563.00,216799.00,54.55,7.21,99.62
226390.00,216645.00,54.55,7.21,99.62
226318.00,216649.00,54.55,7.21,99.62
226297.00,216670.00,54.55,7.21,99.62
226322.00,216627.00,54.55,7.21,99.62
226342.00,216756.00,54.55,7.21,99.62
226368.00,216675.00,54.55,7.21,99.62
226365.00,216799.00,54.55,7.21,99.62
